iter	RMSE
0	51.19051515
1	50.93073448
2	50.70115358
3	50.47968521
4	50.2511422
5	50.02778558
6	49.79154045
7	49.57587001
8	49.3606046
9	49.13723789
10	48.91900632
11	48.69940302
12	48.49115165
13	48.28524771
14	48.07713909
15	47.86560046
16	47.650783
17	47.44376938
18	47.26188842
19	47.05845507
20	46.86859129
21	46.69105203
22	46.51009662
23	46.31231545
24	46.13568885
25	45.97134198
26	45.79340238
27	45.6110142
28	45.43888887
29	45.25798815
30	45.06445237
31	44.89569847
32	44.71109463
33	44.55743276
34	44.38717029
35	44.20369426
36	44.02297529
37	43.85116931
38	43.68971992
39	43.52782646
40	43.35241473
41	43.18328945
42	43.01640485
43	42.85615654
44	42.70780872
45	42.54572663
46	42.38167186
47	42.22791828
48	42.05900101
49	41.89569286
50	41.74531247
51	41.59461866
52	41.44377734
53	41.28504509
54	41.13677742
55	40.98606257
56	40.84918918
57	40.70231946
58	40.55172025
59	40.40349458
60	40.27092637
61	40.13246814
62	39.99578043
63	39.85454053
64	39.72369407
65	39.5864466
66	39.44643462
67	39.30872677
68	39.17916748
69	39.04124415
70	38.91238716
71	38.7953365
72	38.66500952
73	38.53790268
74	38.42158718
75	38.30369508
76	38.17550992
77	38.0486741
78	37.92852038
79	37.79736631
80	37.67553134
81	37.55907654
82	37.44162361
83	37.33415041
84	37.2163026
85	37.09887044
86	36.98117439
87	36.86607755
88	36.75713915
89	36.65098088
90	36.54390047
91	36.4350364
92	36.33631021
93	36.22149786
94	36.10093038
95	35.99417782
96	35.8847769
97	35.77664731
98	35.66790868
99	35.57114184
100	35.47193994
101	35.36845588
102	35.26588469
103	35.15930364
104	35.05751781
105	34.95934958
106	34.86628754
107	34.75675953
108	34.65559256
109	34.52855594
110	34.43002775
111	34.33152028
112	34.23015278
113	34.13928363
114	34.04305124
115	33.95738436
116	33.86582726
117	33.77114752
118	33.67483327
119	33.57841401
120	33.48509376
121	33.39097308
122	33.29932507
123	33.20099211
124	33.12337187
125	33.0236306
126	32.93704595
127	32.85194452
128	32.76025148
129	32.67448661
130	32.58446307
131	32.49606331
132	32.41227681
133	32.32996455
134	32.2462554
135	32.15853301
136	32.07758337
137	31.98961917
138	31.8995292
139	31.81467834
140	31.73252096
141	31.64922125
142	31.56580116
143	31.48718899
144	31.40944614
145	31.32748025
146	31.24331061
147	31.16059415
148	31.08155691
149	30.99832546
150	30.91941527
151	30.83725069
152	30.75524473
153	30.67486818
154	30.60057668
155	30.52217065
156	30.44701085
157	30.36674247
158	30.32586531
159	30.24294386
160	30.16736494
161	30.09249153
162	30.01815854
163	29.94464865
164	29.8760597
165	29.79829674
166	29.72311518
167	29.64442198
168	29.57599767
169	29.50762088
170	29.43576813
171	29.35678214
172	29.28146482
173	29.20956947
174	29.14259177
175	29.06463135
176	28.99687061
177	28.92950514
178	28.85812237
179	28.81585895
180	28.74597467
181	28.67924664
182	28.60524594
183	28.51637881
184	28.45130735
185	28.380863
186	28.31509451
187	28.24796205
188	28.20121952
189	28.12835569
190	28.06372332
191	28.00202946
192	27.93403421
193	27.86584622
194	27.79911197
195	27.74484608
196	27.6793861
197	27.61568903
198	27.55365931
199	27.49379488
200	27.428146
201	27.36101949
202	27.30044938
203	27.23831238
204	27.17749799
205	27.11210607
206	27.04220505
207	26.97963699
208	26.92198993
209	26.84437289
210	26.79677734
211	26.73861035
212	26.6787427
213	26.61738241
214	26.57128989
215	26.51421034
216	26.45508476
217	26.39710598
218	26.33828837
219	26.30217425
220	26.26759013
221	26.20932839
222	26.14539432
223	26.08693105
224	26.01335179
225	25.95720939
226	25.92956312
227	25.87439404
228	25.81532083
229	25.78208944
230	25.72510283
